Date;Producto ;Cantidad;Cantidad_prom;Precio;Total_Venta;Kilometraje
22/05/2022;Diesel;826,80;45,93;8760,89;7266728,00;251143,17
23/05/2022;Diesel;3411,85;14,10;8863,21;30179756,00;141657,97
24/05/2022;Diesel;3902,28;16,82;8833,57;34421497,00;142950,79
25/05/2022;Diesel;3702,91;16,24;8809,39;32425524,00;146682,77
26/05/2022;Diesel;4213,26;17,63;8836,99;37050102,00;156415,04
27/05/2022;Diesel;3750,05;16,38;8861,41;33097474,00;144611,75
28/05/2022;Diesel;3757,01;14,79;8838,97;33047910,00;135903,84
29/05/2022;Diesel;689,67;68,97;8667,40;5980184,00;97403,00
30/05/2022;Diesel;1990,46;18,26;8764,08;17383957,00;126496,88
31/05/2022;Diesel;3446,25;15,32;8883,27;30438482,00;146789,07
01/06/2022;Diesel;4040,23;17,41;8835,31;35512768,00;137274,15
02/06/2022;Diesel;4230,29;17,13;8853,70;37247279,00;153879,82
03/06/2022;Diesel;3440,61;16,23;8926,23;30463274,00;144823,15
04/06/2022;Diesel;4236,44;16,95;8841,35;37238805,00;144553,35
05/06/2022;Diesel;911,41;36,46;8849,92;7980240,00;216399,80
06/06/2022;Diesel;2960,92;14,37;8870,22;26127176,00;150475,31
07/06/2022;Diesel;3831,67;16,30;8908,01;34008692,00;136706,27
08/06/2022;Diesel;4027,27;16,04;8852,73;35469439,00;144855,55
09/06/2022;Diesel;3951,93;17,18;8839,18;34730143,00;142983,45
10/06/2022;Diesel;4330,72;17,97;8886,50;38286764,00;144444,52
11/06/2022;Diesel;3738,36;16,32;8852,15;32906489,00;138489,96
12/06/2022;Diesel;803,78;42,30;8734,37;7010586,00;135518,74
13/06/2022;Diesel;3366,58;15,51;8867,59;29699565,00;149895,01
14/06/2022;Diesel;3675,59;16,48;8886,71;32505644,00;145555,78
15/06/2022;Diesel;3940,81;17,06;8849,20;34636533,00;144955,95
16/06/2022;Diesel;4240,44;17,24;8874,79;37492828,00;146061,76
17/06/2022;Diesel;4232,70;17,28;8875,20;37377570,00;167545,62
18/06/2022;Diesel;3583,80;15,25;8871,70;31649990,00;146525,11
19/06/2022;Diesel;838,96;69,91;8801,58;7415967,00;137450,58
20/06/2022;Diesel;1128,88;16,85;8859,45;9950758,00;175169,39
21/06/2022;Diesel;3634,37;16,15;8891,70;32144936,00;148299,12
22/06/2022;Diesel;3959,99;15,90;8885,31;35059752,00;178792,93
23/06/2022;Diesel;4394,18;18,54;8891,68;38933677,00;149335,43
24/06/2022;Diesel;4101,09;17,09;8894,78;36293167,00;138513,64
25/06/2022;Diesel;3518,21;15,43;8876,01;31087288,00;151993,55
26/06/2022;Diesel;612,95;36,06;8850,29;5390233,00;197781,18
27/06/2022;Diesel;1510,89;12,80;8820,21;13323067,00;123763,39
28/06/2022;Diesel;4103,48;16,75;8935,95;36490557,00;138036,55
29/06/2022;Diesel;4343,09;19,05;8912,86;38402143,00;145208,54
30/06/2022;Diesel;4043,15;16,71;8952,01;35911968,00;142214,95
01/07/2022;Diesel;3984,93;16,74;8928,84;35474373,00;156193,40
02/07/2022;Diesel;3745,51;15,87;9003,14;33509286,00;151974,69
03/07/2022;Diesel;1035,65;51,78;8967,00;9183592,00;156353,15
04/07/2022;Diesel;1380,58;15,17;8903,47;12309752,00;139628,75
05/07/2022;Diesel;3867,37;15,79;8980,20;34565197,00;146239,78
06/07/2022;Diesel;3524,51;16,02;8981,18;31532392,00;150111,04
07/07/2022;Diesel;4210,84;17,69;8987,11;37545280,00;147355,46
08/07/2022;Diesel;4132,66;16,40;8970,08;37000077,00;132428,60
09/07/2022;Diesel;4357,60;18,39;8938,86;38634584,00;137450,69
10/07/2022;Diesel;302,11;27,46;9291,27;2784819,00;133764,45
11/07/2022;Diesel;3559,38;16,11;8998,69;31912723,00;194337,89
12/07/2022;Diesel;4105,02;16,89;8972,32;36512294,00;127657,56
13/07/2022;Diesel;3955,23;16,34;8935,17;35091801,00;133471,30
14/07/2022;Diesel;3703,24;15,05;9020,53;33310220,00;153806,25
15/07/2022;Diesel;3947,23;16,59;8968,60;35235848,00;130229,63
16/07/2022;Diesel;4060,59;17,89;8982,85;36410694,00;142468,73
17/07/2022;Diesel;741,14;32,22;9065,17;6661607,00;197663,35
18/07/2022;Diesel;3775,35;15,86;8997,22;33821935,00;151703,28
19/07/2022;Diesel;3613,54;14,99;9012,76;32465520,00;137385,31
20/07/2022;Diesel;3237,15;15,87;8997,12;28930742,00;131901,66
21/07/2022;Diesel;4081,62;16,59;8997,22;36494690,00;140629,36
22/07/2022;Diesel;3912,48;16,30;8992,82;35012202,00;140744,00
23/07/2022;Diesel;3809,34;16,07;9004,30;34242894,80;126261,78
24/07/2022;Diesel;765,60;38,28;8975,50;6771588,00;137887,25
25/07/2022;Diesel;3409,55;15,09;8996,00;30598714,00;138903,10
26/07/2022;Diesel;4198,75;16,60;9033,84;37751682,00;128565,73
27/07/2022;Diesel;3627,49;15,84;9070,25;32689611,00;133693,77
28/07/2022;Diesel;4219,98;16,42;9018,00;37913193,00;134691,69
29/07/2022;Diesel;3571,34;16,16;9064,70;32131572,00;131748,49
30/07/2022;Diesel;3761,67;17,42;9023,75;33770183,00;144130,31
31/07/2022;Diesel;421,19;28,08;9088,80;3760657,00;149027,20
01/08/2022;Diesel;3830,98;16,44;9058,06;34475758,00;140163,45
02/08/2022;Diesel;4320,16;17,42;8955,30;38447047,00;148308,77
03/08/2022;Diesel;3852,80;16,82;8995,02;34399132,00;129874,05
04/08/2022;Diesel;3719,86;15,56;8974,90;33270339,00;123673,90
05/08/2022;Diesel;4449,14;18,16;8986,34;39808446,00;125241,38
06/08/2022;Diesel;3882,60;16,04;8955,26;34575634,00;132361,70
07/08/2022;Diesel;949,78;63,32;8861,93;8352242,12;114835,73
08/08/2022;Diesel;3398,49;15,38;9004,99;30492099,00;123308,25
09/08/2022;Diesel;4269,76;17,15;8971,36;38080241,00;117066,38
10/08/2022;Diesel;3797,04;17,42;8982,50;33828178,00;133024,06
11/08/2022;Diesel;4144,07;16,38;8977,77;37062770,00;121398,02
12/08/2022;Diesel;3958,93;16,85;8971,09;35367380,00;140937,28
13/08/2022;Diesel;3322,48;14,83;8992,41;29728937,00;119531,65
14/08/2022;Diesel;969,86;60,62;8997,50;8678773,00;166849,00
15/08/2022;Diesel;1235,11;14,88;8953,51;11028584,00;142756,58
16/08/2022;Diesel;3855,09;15,48;8984,06;34547811,00;120985,09
17/08/2022;Diesel;4174,57;18,39;8977,30;37257091,00;117776,53
18/08/2022;Diesel;4182,20;17,21;8976,77;37287314,00;117988,86
19/08/2022;Diesel;3667,00;15,67;9012,66;32967341,00;116039,34
20/08/2022;Diesel;4065,82;17,60;8986,50;36355934,00;142978,34
21/08/2022;Diesel;779,08;48,69;8970,88;6925210,00;122983,69
22/08/2022;Diesel;3169,77;14,21;9016,45;28515673,00;126424,08
23/08/2022;Diesel;4017,91;17,17;8999,28;35976084,00;117839,48
24/08/2022;Diesel;4161,02;17,56;8988,23;37083809,00;122182,43
25/08/2022;Diesel;3985,55;16,40;8991,50;35657541,00;130914,98
26/08/2022;Diesel;3133,49;14,11;9040,62;28230360,00;126836,80
27/08/2022;Diesel;3666,39;16,22;9051,30;32940802,00;128006,97
28/08/2022;Diesel;1199,58;42,84;8752,29;10515291,00;113968,79
29/08/2022;Diesel;3551,53;15,44;9055,10;31967164,00;120295,77
30/08/2022;Diesel;3807,14;16,27;9022,95;34186403,00;130497,38
31/08/2022;Diesel;3552,88;16,53;9041,83;31872045,00;124219,97
01/09/2022;Diesel;4069,92;16,15;9027,75;36455896,00;117590,19
02/09/2022;Diesel;3903,68;16,97;8970,53;34885861,00;131662,72
03/09/2022;Diesel;3793,71;16,42;8971,40;33913333,00;123137,15
04/09/2022;Diesel;1021,83;56,77;8766,11;8978721,00;133329,67
05/09/2022;Diesel;3267,96;14,40;8959,62;29155224,00;133587,19
06/09/2022;Diesel;4397,75;17,52;8982,13;39334308,00;124498,25
07/09/2022;Diesel;3750,21;17,20;8971,80;33391828,00;122022,92
08/09/2022;Diesel;4270,76;17,65;8967,09;38066816,00;125235,73
09/09/2022;Diesel;4193,14;17,47;8951,41;37312315,44;128474,68
10/09/2022;Diesel;3955,24;16,34;8958,31;35358824,00;121370,98
11/09/2022;Diesel;1014,11;48,29;8860,90;8853018,00;150158,62
12/09/2022;Diesel;2063,93;18,43;8953,82;18415588,00;138323,87
13/09/2022;Diesel;3796,87;16,02;8990,03;33993872,00;119093,51
14/09/2022;Diesel;4078,54;17,81;8994,10;36375996,00;125796,62
15/09/2022;Diesel;4113,80;17,66;8980,97;36725407,00;124637,09
16/09/2022;Diesel;4382,31;18,18;8981,16;39184586,00;130426,89
17/09/2022;Diesel;3714,34;16,08;8970,94;33141423,60;136948,75
18/09/2022;Diesel;677,55;35,66;9118,37;6098061,00;150307,89
19/09/2022;Diesel;3441,07;15,71;8997,22;30890380,00;128530,66
20/09/2022;Diesel;4285,19;18,31;8972,37;38197759,32;126085,33
21/09/2022;Diesel;3745,83;17,03;8972,49;33382999,00;117113,98
22/09/2022;Diesel;3550,67;15,51;8982,99;31775661,00;125509,35
23/09/2022;Diesel;3764,37;17,27;8972,60;33635761,00;121207,43
24/09/2022;Diesel;3966,59;16,74;9044,59;35832920,00;118942,28
25/09/2022;Diesel;767,09;47,94;8975,75;6820374,00;181354,13
26/09/2022;Diesel;3225,96;14,60;9045,26;29013189,00;136354,15
27/09/2022;Diesel;4498,76;18,07;9020,84;40256459,52;118274,03
28/09/2022;Diesel;3709,44;16,56;9037,93;33281561,00;121222,01
29/09/2022;Diesel;4467,40;17,66;9045,74;40215858,00;143313,96
30/09/2022;Diesel;3165,85;15,15;9026,21;28538434,00;119311,44
01/10/2022;Diesel;3637,18;16,09;9044,34;32696752,80;120147,21
02/10/2022;Diesel;1181,82;45,45;8789,12;10391675,00;159089,62
03/10/2022;Diesel;3770,42;16,04;9000,92;33780587,00;118517,69
04/10/2022;Diesel;4522,66;18,38;8975,78;40435163,00;104414,91
05/10/2022;Diesel;3960,06;16,23;8992,54;35254685,96;121835,66
06/10/2022;Diesel;4336,83;17,49;8952,22;38624975,00;111747,07
07/10/2022;Diesel;3919,30;16,20;8992,51;35057063,00;115176,93
08/10/2022;Diesel;3793,74;16,21;8981,99;33939446,00;116633,33
09/10/2022;Diesel;1102,14;39,36;8861,79;9656206,48;143733,04
10/10/2022;Diesel;3693,80;15,52;8970,52;33054552,00;108020,19
11/10/2022;Diesel;4589,26;17,06;8982,59;41064864,00;120715,55
12/10/2022;Diesel;4049,76;16,01;8974,01;36225108,00;119126,23
13/10/2022;Diesel;4510,76;17,62;8978,38;40251880,48;105339,22
14/10/2022;Diesel;4196,58;16,79;8992,89;37591608,00;120990,71
15/10/2022;Diesel;3877,51;15,89;8990,75;34657676,00;112892,58
16/10/2022;Diesel;1234,41;45,72;8939,22;10888715,80;147804,67
17/10/2022;Diesel;1215,14;14,82;9056,95;10993123,00;123299,96
18/10/2022;Diesel;4406,98;16,51;9020,82;39614106,00;119280,14
19/10/2022;Diesel;4096,35;16,86;8981,25;36702196,00;107459,59
20/10/2022;Diesel;4682,94;16,97;9007,74;42013581,40;113806,39
21/10/2022;Diesel;4273,39;17,16;9022,55;38402910,00;124024,33
22/10/2022;Diesel;3988,22;15,70;8991,42;35684897,80;117435,82
23/10/2022;Diesel;1033,29;57,40;8848,06;9069942,00;109292,00
24/10/2022;Diesel;3544,88;15,41;9040,71;31999098,00;107430,91
25/10/2022;Diesel;4425,13;16,33;9068,73;39919751,00;131604,28
26/10/2022;Diesel;3706,17;15,44;9044,18;33329891,00;138882,50
27/10/2022;Diesel;4488,54;16,44;9048,95;40419176,00;111916,05
28/10/2022;Diesel;4337,51;17,21;9070,71;39066183,00;123712,28
29/10/2022;Diesel;3730,68;15,54;9077,99;33714239,00;110030,18
30/10/2022;Diesel;1002,93;52,79;8951,58;8942788,00;139083,95
31/10/2022;Diesel;4023,65;15,97;9058,04;36162198,40;149604,30
01/11/2022;Diesel;4136,69;16,75;9040,80;37188039,00;102516,66
02/11/2022;Diesel;4625,38;17,79;9013,64;41404173,00;119369,20
03/11/2022;Diesel;4735,00;16,97;8962,04;42176172,00;119453,26
04/11/2022;Diesel;4423,49;16,69;8967,41;39463003,00;108537,13
05/11/2022;Diesel;3898,77;14,60;8983,96;34929529,00;108271,77
06/11/2022;Diesel;636,63;45,47;8848,43;5588454,00;139116,79
07/11/2022;Diesel;1797,79;15,24;9004,96;16110285,00;115482,31
08/11/2022;Diesel;4638,05;16,56;8975,59;41421929,00;103955,00
09/11/2022;Diesel;4595,70;18,09;8996,07;41077142,00;102662,59
10/11/2022;Diesel;4332,06;15,93;8976,93;38704312,00;110764,29
11/11/2022;Diesel;4167,67;16,34;8992,49;37166192,72;100081,54
12/11/2022;Diesel;4279,85;16,27;8979,46;38346111,00;99014,50
13/11/2022;Diesel;781,44;52,10;8933,53;6919215,00;179498,27
14/11/2022;Diesel;1934,41;16,12;8863,11;17219786,00;120344,73
15/11/2022;Diesel;4513,45;15,67;9002,10;40651128,00;110591,23
16/11/2022;Diesel;4274,27;17,17;8976,46;38149043,00;111868,73
17/11/2022;Diesel;3945,55;15,72;9021,43;35470279,12;101687,56
18/11/2022;Diesel;4390,17;16,89;9003,56;39302301,00;96727,17
19/11/2022;Diesel;3721,88;14,71;8984,43;33516270,00;106719,75
20/11/2022;Diesel;1040,63;34,69;8898,47;9115396,00;127230,83
21/11/2022;Diesel;3794,62;14,59;9016,65;34169977,62;107074,64
22/11/2022;Diesel;4227,28;15,89;8996,14;37914212,00;101746,50
23/11/2022;Diesel;5023,69;18,54;9008,13;44974328,00;103695,56
24/11/2022;Diesel;4010,20;14,27;9023,21;36120024,00;102689,03
25/11/2022;Diesel;4678,93;16,77;9026,08;41977966,00;98638,70
26/11/2022;Diesel;3402,09;14,42;9071,50;30649600,00;107949,82
27/11/2022;Diesel;1007,59;35,99;8869,96;8919042,00;119549,64
28/11/2022;Diesel;3504,15;13,91;9066,63;31624465,00;106554,03
29/11/2022;Diesel;4928,18;17,23;9031,41;44090844,36;106997,92
30/11/2022;Diesel;3739,39;14,78;9034,47;33554423,00;100634,28
01/12/2022;Diesel;4275,01;14,90;9023,49;38414622,00;105015,65
02/12/2022;Diesel;4359,41;16,33;9006,28;39061375,00;105063,52
03/12/2022;Diesel;3872,46;16,14;8948,71;34515379,00;102419,28
04/12/2022;Diesel;685,97;29,82;8951,70;6098582,00;312078,91
05/12/2022;Diesel;4125,98;15,63;9026,84;37018844,00;102867,66
06/12/2022;Diesel;4871,98;16,52;8982,89;43510261,00;106526,99
07/12/2022;Diesel;4535,17;16,99;8969,03;40395057,00;102727,89
08/12/2022;Diesel;3167,08;16,67;9067,38;28526390,00;89515,29
09/12/2022;Diesel;4522,09;16,50;9007,87;40531256,00;106851,61
10/12/2022;Diesel;4138,62;15,22;8982,88;37059510,00;95832,64
11/12/2022;Diesel;1056,43;34,08;8879,00;9269921,00;159670,13
12/12/2022;Diesel;4142,35;15,69;9009,74;37225378,00;106165,42
13/12/2022;Diesel;4630,03;16,30;8978,13;41372295,00;101926,36
14/12/2022;Diesel;4730,68;17,52;8966,14;42147522,44;112666,27
15/12/2022;Diesel;5098,15;16,94;9014,96;45716925,00;103685,37
16/12/2022;Diesel;4778,46;16,94;8993,40;42795238,00;105751,31
17/12/2022;Diesel;4259,43;15,49;8965,60;38030223,36;100898,32
18/12/2022;Diesel;1132,51;20,97;8971,24;10107346,00;121581,80
19/12/2022;Diesel;4201,84;15,50;9030,40;37874258,00;107978,19
20/12/2022;Diesel;5139,35;16,74;8992,99;45977445,00;101768,71
21/12/2022;Diesel;4770,73;16,92;8999,63;42867455,00;111090,93
22/12/2022;Diesel;5093,99;17,09;8991,36;45516171,28;98286,80
23/12/2022;Diesel;4612,27;16,13;9022,46;41481456,00;105637,74
24/12/2022;Diesel;2712,33;12,56;9044,39;24508798,00;104162,13
25/12/2022;Diesel;336,52;25,89;8647,62;2934360,00;55813,00
26/12/2022;Diesel;4224,39;15,47;9028,21;37927615,00;114656,75
27/12/2022;Diesel;5248,93;18,10;9027,51;46918761,88;94404,91
28/12/2022;Diesel;4158,39;15,52;9037,91;37408538,00;106472,49
29/12/2022;Diesel;4561,13;16,23;9031,26;40960942,00;107356,15
30/12/2022;Diesel;4451,63;15,79;9016,65;39949459,00;125225,11
31/12/2022;Diesel;1658,31;13,90;9028,60;14957451,00;92299,16
01/01/2023;Diesel;195,78;65,26;8836,67;1736847,00;150310,00
02/01/2023;Diesel;2433,38;18,03;9070,73;21675682,00;111414,71
03/01/2023;Diesel;4476,29;15,71;9068,26;40410107,00;95054,92
04/01/2023;Diesel;4251,59;15,57;9029,66;38223604,00;104880,91
05/01/2023;Diesel;4863,37;16,49;9024,64;43697315,00;104968,89
06/01/2023;Diesel;4476,61;16,40;9043,11;40128758,56;105355,97
07/01/2023;Diesel;3807,06;14,21;9040,28;34314913,00;106222,82
08/01/2023;Diesel;700,40;35,02;8861,50;6151137,00;130582,95
09/01/2023;Diesel;1684,88;12,48;8994,74;15083669,00;96626,23
10/01/2023;Diesel;4231,78;15,28;9044,09;38049184,00;110008,70
11/01/2023;Diesel;5017,52;17,30;9032,07;44978920,33;100374,17
12/01/2023;Diesel;4258,02;15,26;9030,66;38243858,00;93343,74
13/01/2023;Diesel;4696,95;16,83;9056,97;42288580,00;101765,56
14/01/2023;Diesel;4117,06;15,83;9014,15;36900538,00;101198,71
15/01/2023;Diesel;835,31;37,97;8709,41;7300114,00;100495,73
16/01/2023;Diesel;3899,92;14,89;9052,60;35158040,70;101163,71
17/01/2023;Diesel;4604,28;16,16;9033,33;41453995,00;98391,00
18/01/2023;Diesel;4220,73;15,40;9062,51;38090602,00;100183,68
19/01/2023;Diesel;4544,43;17,48;9081,45;41112209,00;101387,31
20/01/2023;Diesel;4157,72;16,63;9076,07;37649160,00;109304,13
21/01/2023;Diesel;4142,59;15,46;9072,09;37434423,00;108451,97
22/01/2023;Diesel;675,43;51,96;8883,31;5953401,00;96407,92
23/01/2023;Diesel;3856,26;14,66;9231,21;35747690,00;104849,93
24/01/2023;Diesel;4866,66;16,72;9031,31;43727130,00;106754,06
25/01/2023;Diesel;3701,86;14,52;9077,29;33568104,00;104737,95
26/01/2023;Diesel;4860,45;16,88;9054,33;43971510,00;92827,72
27/01/2023;Diesel;4186,36;16,25;9122,63;38171206,00;94019,05
28/01/2023;Diesel;4277,46;15,28;9042,42;38470148,00;94974,64
29/01/2023;Diesel;494,69;23,56;8880,14;4397207,00;64991,81
30/01/2023;Diesel;3721,95;14,43;9100,62;33733655,80;92779,98
31/01/2023;Diesel;5161,09;18,08;9083,75;46774054,00;88465,24
01/02/2023;Diesel;4431,92;16,23;9072,57;39906848,00;91553,38
02/02/2023;Diesel;4314,34;14,72;9039,29;38811318,00;97275,09
03/02/2023;Diesel;4297,60;15,82;9058,92;38724193,00;92829,51
04/02/2023;Diesel;4006,68;14,69;9007,32;35736166,00;83661,96
05/02/2023;Diesel;904,33;41,11;8827,05;7919680,00;97975,77
06/02/2023;Diesel;3617,06;13,91;9098,76;32728733,00;103620,19
07/02/2023;Diesel;4608,48;15,46;9051,39;41427323,00;98613,38
08/02/2023;Diesel;4342,04;16,08;9069,34;39126231,00;86426,40
09/02/2023;Diesel;4752,35;16,06;9016,02;42614379,00;97617,20
10/02/2023;Diesel;4727,04;16,59;9077,10;42561175,00;97283,41
11/02/2023;Diesel;4684,80;16,73;9053,00;42076727,32;94149,01
12/02/2023;Diesel;577,36;28,87;8943,20;5146060,00;115026,70
13/02/2023;Diesel;3908,86;14,59;9058,67;35227921,10;102206,01
14/02/2023;Diesel;4886,15;15,97;9070,77;44152075,00;93903,60
15/02/2023;Diesel;4316,37;15,25;9063,18;38850989,60;92216,27
16/02/2023;Diesel;4507,50;15,60;9058,74;40675011,00;91126,46
17/02/2023;Diesel;4421,45;15,30;9040,00;39780968,00;92357,27
18/02/2023;Diesel;3877,57;15,09;9039,09;34897129,00;91747,01
19/02/2023;Diesel;1067,69;33,37;9069,88;9574760,00;50783,69
20/02/2023;Diesel;3493,72;12,84;9084,69;31619767,60;95528,81
21/02/2023;Diesel;4516,41;16,85;9072,09;40722092,00;101055,00
22/02/2023;Diesel;4688,22;16,80;9060,20;42139366,43;96426,28
23/02/2023;Diesel;4164,12;15,25;9089,27;37629188,00;96343,95
24/02/2023;Diesel;5046,45;16,88;9068,49;45635787,00;93063,42
25/02/2023;Diesel;4385,58;15,78;9046,91;39481317,00;88466,60
26/02/2023;Diesel;778,96;32,46;8987,96;6930702,00;73699,38
27/02/2023;Diesel;3633,41;13,21;9092,43;33069669,50;96677,46
28/02/2023;Diesel;4686,16;16,98;9050,78;42277138,00;101004,76
01/03/2023;Diesel;4464,84;15,19;8524,50;40274968,00;85354,18
02/03/2023;Diesel;4737,58;16,62;9060,59;42633763,00;79695,87
03/03/2023;Diesel;4873,03;16,98;9053,64;43774362,00;89055,09
04/03/2023;Diesel;3798,51;15,57;9012,02;34069928,00;83377,71
05/03/2023;Diesel;1085,54;38,77;8973,96;9693733,00;50250,07
06/03/2023;Diesel;4428,15;15,48;9053,91;39836152,00;76313,34
07/03/2023;Diesel;4679,59;15,60;9002,91;42029518,00;73447,76
08/03/2023;Diesel;4487,81;16,62;9014,99;40163919,00;83241,91
09/03/2023;Diesel;5207,06;16,64;9036,33;47079197,00;83500,27
10/03/2023;Diesel;4471,64;15,86;9052,89;40163801,00;82356,47
11/03/2023;Diesel;3895,85;15,65;9020,71;34925647,00;81950,69
12/03/2023;Diesel;1473,67;46,05;8969,00;13099059,00;90035,97
13/03/2023;Diesel;2738,00;16,70;9053,95;24571447,00;83327,74
14/03/2023;Diesel;4605,55;15,45;9032,20;41490615,00;78793,51
15/03/2023;Diesel;4469,61;15,96;9026,39;40130112,00;75053,95
16/03/2023;Diesel;5205,68;16,90;9059,50;47045581,00;80512,33
17/03/2023;Diesel;4587,68;16,10;9045,13;41299170,00;82036,77
18/03/2023;Diesel;4435,31;15,78;9031,79;40106974,00;76613,19
19/03/2023;Diesel;1189,40;39,65;9041,97;10723598,00;107007,63
20/03/2023;Diesel;1725,81;12,69;9066,86;15592999,00;59530,95
21/03/2023;Diesel;5206,14;15,59;9052,30;47086119,00;76307,78
22/03/2023;Diesel;4361,92;16,28;9053,16;39388915,00;79869,45
23/03/2023;Diesel;5501,50;16,93;9052,78;49778415,00;83320,59
24/03/2023;Diesel;4290,32;16,13;9079,81;38789879,00;74189,27
25/03/2023;Diesel;4412,30;15,48;9039,66;39773321,00;78172,49
26/03/2023;Diesel;904,14;25,83;8932,29;8093599,00;74351,94
27/03/2023;Diesel;4478,60;15,99;9039,08;40318933,00;83858,26
28/03/2023;Diesel;4673,33;16,00;9049,61;42319263,00;83332,59
29/03/2023;Diesel;4300,78;16,73;9050,81;38892379,00;79717,47
30/03/2023;Diesel;5358,75;17,69;9056,65;48548451,00;77011,49
31/03/2023;Diesel;4512,81;16,47;9055,37;40707443,00;74699,18
01/04/2023;Diesel;3660,82;14,41;8439,10;32881712,00;82975,39
02/04/2023;Diesel;1485,94;22,18;8961,27;13336735,00;73546,10
03/04/2023;Diesel;4747,55;16,96;9039,98;42666714,00;77443,13
04/04/2023;Diesel;4924,94;16,04;9014,03;44189104,00;77536,62
05/04/2023;Diesel;4487,28;16,03;9029,32;40482146,00;82108,31
06/04/2023;Diesel;3264,62;14,77;9056,65;29560459,00;79801,89
07/04/2023;Diesel;412,85;24,29;9034,76;3729885,00;25352,88
08/04/2023;Diesel;3479,81;13,13;9012,65;31221231,00;78024,96
09/04/2023;Diesel;800,50;26,68;8986,03;7152849,00;50728,73
10/04/2023;Diesel;3974,20;15,00;9023,24;35685091,00;78923,71
11/04/2023;Diesel;5069,58;17,60;9568,53;45478593,00;79484,23
12/04/2023;Diesel;3531,01;15,69;9383,52;31557103,00;79969,84
13/04/2023;Diesel;5291,79;16,59;10777,65;47387249,00;74549,59
14/04/2023;Diesel;4512,74;16,23;9017,69;40600631,00;73507,43
15/04/2023;Diesel;4578,94;16,90;12290,85;40995687,00;84847,97
16/04/2023;Diesel;1175,31;40,53;9060,10;10554747,00;65021,10
17/04/2023;Diesel;4167,07;15,49;9032,52;37415083,00;82066,79
18/04/2023;Diesel;4710,32;15,97;9596,12;42496294,00;78761,43
19/04/2023;Diesel;4661,07;17,72;9030,20;41781798,00;79330,72
20/04/2023;Diesel;4642,13;15,95;9044,05;41814565,00;76721,98
21/04/2023;Diesel;1947,40;25,97;8926,81;17323632,00;85252,25
22/04/2023;Diesel;3054,03;15,12;9074,77;27640501,00;73190,30
23/04/2023;Diesel;2352,11;15,08;9011,29;21042303,00;50965,37
24/04/2023;Diesel;3644,94;14,18;9064,05;32970979,00;84829,06
25/04/2023;Diesel;4800,57;16,33;9045,53;43186096,00;76594,01
26/04/2023;Diesel;4202,17;15,92;9041,60;37853101,00;80698,75
27/04/2023;Diesel;5228,96;16,87;9039,18;47047489,00;81260,08
28/04/2023;Diesel;4722,99;16,29;9048,58;42620381,00;85031,45
29/04/2023;Diesel;4130,02;14,96;9048,49;37197013,00;73025,11
30/04/2023;Diesel;1461,59;39,50;8899,51;13007426,00;84645,73
01/05/2023;Diesel;1463,97;15,91;8906,85;13039328,00;61021,40
02/05/2023;Diesel;4740,74;15,75;8993,30;42634848,00;79448,67
03/05/2023;Diesel;4811,73;16,94;8948,40;43057222,00;83647,19
04/05/2023;Diesel;4919,78;16,08;8958,81;44075343,00;82431,55
05/05/2023;Diesel;5037,89;17,99;8982,48;45252700,00;81307,30
06/05/2023;Diesel;4154,76;14,95;8983,77;37325367,00;83384,53
07/05/2023;Diesel;1185,94;29,65;8939,33;10601488,00;69721,08
08/05/2023;Diesel;3873,64;15,01;9005,97;34885842,00;81483,73
09/05/2023;Diesel;5010,95;16,70;8964,68;44921522,00;75462,94
10/05/2023;Diesel;4435,80;16,25;8979,84;39832754,00;79094,12
11/05/2023;Diesel;5122,73;16,74;8974,26;45972689,00;69750,70
12/05/2023;Diesel;4768,42;17,60;8969,38;42769758,00;72141,27
13/05/2023;Diesel;4702,79;16,80;8968,54;42177205,00;81227,45
14/05/2023;Diesel;1118,54;32,90;8818,55;9863915,00;67872,15
15/05/2023;Diesel;3938,77;15,27;9012,21;35497003,00;78892,04
16/05/2023;Diesel;4937,64;15,83;9013,61;44505974,00;76455,94
17/05/2023;Diesel;4177,46;16,07;8965,30;37452132,00;82044,20
18/05/2023;Diesel;4741,11;16,46;9026,70;42796627,00;73015,66
19/05/2023;Diesel;4684,58;16,44;9008,84;42202612,00;74698,63
20/05/2023;Diesel;4402,61;16,68;8964,57;39467496,00;77991,38
21/05/2023;Diesel;1306,39;31,86;8904,31;11632502,00;93204,32
22/05/2023;Diesel;1855,94;12,89;9021,29;16742983,00;65543,52
23/05/2023;Diesel;4663,84;15,86;8996,82;41959724,00;68726,17
24/05/2023;Diesel;4491,40;16,95;8995,37;40401787,00;73350,49
25/05/2023;Diesel;5097,36;17,22;9042,08;46090751,00;83256,30
26/05/2023;Diesel;4815,71;17,70;8992,88;43307053,00;81981,14
27/05/2023;Diesel;4195,33;15,83;8989,53;37714065,00;81378,30
28/05/2023;Diesel;1434,26;34,15;8898,42;12762645,00;90209,38
29/05/2023;Diesel;3405,04;14,07;9024,69;30729392,00;76648,00
30/05/2023;Diesel;5080,15;17,34;9009,97;45771974,00;73893,42
31/05/2023;Diesel;4503,50;15,69;9017,64;40610941,00;76752,36
01/06/2023;Diesel;4814,13;17,19;9030,75;43475203,00;71720,68
02/06/2023;Diesel;4708,89;17,44;9001,80;42388451,00;75300,37
03/06/2023;Diesel;4362,45;15,75;9022,65;39360835,00;77320,47
